"Genes";"Ppol_1";"Ppol_2";"HB27_1";"HB27_2";"mean";"cluster"
"TT_C0352";-0.517;-0.711;-0.431;-0.686;-0.586;"Intermediate"
"TT_C0353";-0.405;-0.92;-0.118;-0.543;-0.497;"Intermediate"
"TT_C0354";0.907;0.812;0.518;0.107;0.586;"Intermediate"
"TT_C0355";-0.773;-0.872;-0.668;-0.629;-0.735;"Less Permissive"
"TT_C0356";-0.584;-0.878;-0.508;-0.741;-0.678;"Intermediate"
"TT_C0357";-0.764;-0.92;-0.475;-0.737;-0.724;"Intermediate"
"TT_C0358";-0.562;-0.92;-0.682;-0.715;-0.72;"Intermediate"
"TT_C0359";-0.006;1.552;-0.19;1.115;0.618;"Highly Permissive"
"TT_C0360";-0.601;-0.92;-0.429;-0.779;-0.682;"Intermediate"
"TT_C0361";-0.786;-0.92;-0.751;-0.799;-0.814;"Less Permissive"
"TT_C0362";-0.149;-0.92;-0.674;-0.559;-0.575;"Intermediate"
"TT_C0363";-0.639;-0.214;-0.518;-0.586;-0.489;"Intermediate"
"TT_C0364";1.196;0.654;1.183;0.275;0.827;"Highly Permissive"
"TT_C0365";-0.249;0.928;-0.171;0.621;0.282;"Intermediate"
"TT_C0366";-0.369;-0.875;-0.796;-0.332;-0.593;"Intermediate"
"TT_C0367";-0.694;-0.92;-0.764;-0.602;-0.745;"Less Permissive"
"TT_C0368";1.247;0.991;1.13;2.571;1.485;"Highly Permissive"
"TT_C0369";-0.77;-0.449;-0.503;-0.627;-0.587;"Intermediate"
"TT_C0370";0.089;-0.416;-0.247;0.683;0.027;"Intermediate"
"TT_C0371";-0.395;-0.92;-0.629;-0.327;-0.567;"Intermediate"
"TT_C0372";-0.624;-0.899;-0.531;-0.708;-0.691;"Intermediate"
"TT_C0373";-0.173;-0.895;-0.68;-0.589;-0.584;"Intermediate"
"TT_C0374";-0.734;-0.584;-0.503;-0.771;-0.648;"Intermediate"
"TT_C0375";-0.92;-0.382;-0.802;-0.249;-0.588;"Intermediate"
"TT_C0376";-0.595;-0.581;-0.597;-0.699;-0.618;"Intermediate"
"TT_C0377";2.098;1.986;1.788;2.023;1.974;"Highly Permissive"
"TT_C0378";0.107;0.786;-0.473;-0.018;0.101;"Intermediate"
"TT_C0379";0.699;0.599;1.535;1.731;1.141;"Highly Permissive"
"TT_C0380";2.34;1.906;0.861;1.308;1.604;"Highly Permissive"
"TT_C0381";-0.18;-0.92;-0.614;-0.741;-0.614;"Intermediate"
"TT_C0382";-0.382;-0.723;-0.571;-0.742;-0.605;"Intermediate"
"TT_C0383";2.258;1.197;2.506;2.548;2.127;"Highly Permissive"
"TT_C0384";-0.267;0.411;-0.672;-0.761;-0.323;"Intermediate"
"TT_C0385";0.144;-0.513;0.244;0.954;0.207;"Intermediate"
"TT_C0386";-0.644;0.424;-0.412;-0.586;-0.305;"Intermediate"
"TT_C0387";-0.304;-0.92;-0.51;-0.515;-0.562;"Intermediate"
"TT_C0388";-0.479;0.782;-0.404;-0.424;-0.131;"Intermediate"
"TT_C0389";-0.737;0.066;-0.355;-0.576;-0.4;"Intermediate"
"TT_C0390";-0.465;0.882;-0.55;-0.448;-0.145;"Intermediate"
"TT_C0391";-0.534;1.005;-0.024;0.41;0.214;"Intermediate"
"TT_C0392";0.42;1.126;-0.53;-0.489;0.132;"Intermediate"
"TT_C0393";-0.792;-0.837;-0.474;-0.723;-0.707;"Intermediate"
"TT_C0394";-0.402;-0.882;-0.764;-0.602;-0.663;"Intermediate"
"TT_C0395";-0.37;-0.92;-0.737;-0.462;-0.622;"Intermediate"
"TT_C0396";-0.314;-0.896;-0.459;-0.756;-0.606;"Intermediate"
"TT_C0397";-0.366;-0.839;-0.47;-0.587;-0.566;"Intermediate"
"TT_C0398";-0.399;-0.575;-0.567;-0.799;-0.585;"Intermediate"
"TT_C0399";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C0400";-0.535;-0.844;-0.536;-0.42;-0.584;"Intermediate"
"TT_C0401";-0.602;-0.529;-0.375;-0.701;-0.552;"Intermediate"
"TT_C0402";0.115;0.749;-0.254;-0.186;0.106;"Intermediate"
"TT_C0403";0.036;-0.417;-0.425;-0.474;-0.32;"Intermediate"
"TT_C0404";-0.38;-0.073;-0.584;-0.302;-0.335;"Intermediate"
"TT_C0405";0.022;0.704;-0.445;-0.444;-0.041;"Intermediate"
"TT_C0406";-0.083;1.172;-0.185;0.811;0.429;"Intermediate"
"TT_C0407";-0.446;0.199;-0.495;-0.474;-0.304;"Intermediate"
"TT_C0408";2.07;1.306;1.512;0.833;1.43;"Highly Permissive"
"TT_C0409";-0.216;0.846;-0.845;-0.799;-0.253;"Intermediate"
"TT_C0410";0.103;0.003;-0.277;-0.222;-0.098;"Intermediate"
"TT_C0411";-0.366;-0.894;-0.634;-0.538;-0.608;"Intermediate"
"TT_C0412";0.853;1.945;1.074;1.749;1.405;"Highly Permissive"
"TT_C0413";-0.082;0.872;-0.548;0.392;0.159;"Intermediate"
"TT_C0414";0.011;0.67;0.028;0.27;0.245;"Intermediate"
"TT_C0415";-0.336;-0.92;-0.786;-0.799;-0.71;"Intermediate"
"TT_C0416";-0.348;0.597;-0.668;-0.48;-0.225;"Intermediate"
"TT_C0417";-0.752;-0.865;-0.671;-0.724;-0.753;"Less Permissive"
"TT_C0418";0.35;-0.443;0.877;0.444;0.307;"Intermediate"
"TT_C0419";-0.281;-0.811;-0.529;-0.699;-0.58;"Intermediate"
"TT_C0420";-0.499;-0.407;-0.633;-0.431;-0.492;"Intermediate"
"TT_C0421";-0.557;0.638;-0.535;-0.29;-0.186;"Intermediate"
"TT_C0422";-0.386;1.058;-0.229;-0.298;0.036;"Intermediate"
"TT_C0423";4.499;2.658;4.428;2.126;3.428;"Highly Permissive"
"TT_C0424";-0.608;-0.92;-0.704;-0.258;-0.622;"Intermediate"
"TT_C0425";-0.302;1.897;-0.423;-0.746;0.107;"Intermediate"
"TT_C0426";-0.081;-0.366;-0.351;-0.592;-0.347;"Intermediate"
"TT_C0427";0.675;0.594;0.324;-0.252;0.335;"Intermediate"
"TT_C0428";-0.196;-0.92;-0.561;-0.538;-0.554;"Intermediate"
"TT_C0429";0.004;1.791;-0.196;0.445;0.511;"Intermediate"
"TT_C0430";-0.643;-0.487;-0.706;-0.455;-0.572;"Intermediate"
"TT_C0431";-0.715;-0.641;-0.646;-0.458;-0.615;"Intermediate"
"TT_C0432";-0.474;0.257;-0.479;-0.094;-0.197;"Intermediate"
"TT_C0433";-0.4;-0.496;-0.454;-0.528;-0.47;"Intermediate"
"TT_C0434";-0.641;-0.827;-0.679;-0.387;-0.633;"Intermediate"
"TT_C0435";-0.365;-0.92;-0.435;-0.61;-0.583;"Intermediate"
"TT_C0436";0.39;0.569;1.309;0.694;0.741;"Highly Permissive"
"TT_C0437";-0.486;0.164;-0.378;-0.082;-0.195;"Intermediate"
"TT_C0438";-0.839;-0.92;-0.629;-0.705;-0.773;"Less Permissive"
"TT_C0439";-0.92;0.439;-0.794;-0.756;-0.508;"Intermediate"
"TT_C0440";-0.212;-0.899;-0.501;-0.687;-0.575;"Intermediate"
"TT_C0441";-0.648;-0.103;-0.299;-0.743;-0.449;"Intermediate"
"TT_C0442";-0.74;-0.92;-0.719;-0.745;-0.781;"Less Permissive"
"TT_C0443";-0.539;-0.725;-0.462;-0.505;-0.558;"Intermediate"
"TT_C0444";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C0445";-0.661;-0.599;-0.724;-0.689;-0.668;"Intermediate"
"TT_C0446";-0.68;-0.92;-0.617;-0.463;-0.67;"Intermediate"
"TT_C0447";-0.135;-0.504;-0.632;-0.634;-0.476;"Intermediate"
"TT_C0448";-0.502;1.066;-0.676;-0.774;-0.222;"Intermediate"
"TT_C0449";0.972;1.666;1.267;1.685;1.397;"Highly Permissive"
"TT_C0450";0.205;0.611;0.111;-0.342;0.146;"Intermediate"
"TT_C0451";-0.575;-0.182;0.169;0.098;-0.123;"Intermediate"
"TT_C0452";0.94;0.014;1.068;0.677;0.675;"Highly Permissive"
"TT_C0453";-0.106;0.76;0.329;0.14;0.281;"Intermediate"
"TT_C0454";-0.822;-0.92;-0.617;-0.53;-0.722;"Intermediate"
"TT_C0455";-0.362;0.243;-0.205;-0.208;-0.133;"Intermediate"
"TT_C0456";-0.481;-0.868;-0.681;-0.492;-0.63;"Intermediate"
"TT_C0457";2.329;2.841;2.662;2.972;2.701;"Highly Permissive"
"TT_C0458";1.525;1.448;1.946;1.39;1.578;"Highly Permissive"
"TT_C0459";-0.204;0.564;-0.235;0.083;0.052;"Intermediate"
"TT_C0460";-0.052;0.674;-0.392;0.392;0.156;"Intermediate"
"TT_C0461";2.259;1.288;1.861;1.91;1.829;"Highly Permissive"
"TT_C0462";-0.063;-0.844;0.507;0.496;0.024;"Intermediate"
"TT_C0463";-0.455;-0.586;-0.473;-0.466;-0.495;"Intermediate"
"TT_C0464";-0.477;-0.92;-0.845;-0.659;-0.725;"Intermediate"
"TT_C0465";2.528;2.057;1.806;2.392;2.196;"Highly Permissive"
"TT_C0466";-0.799;-0.842;-0.802;-0.728;-0.793;"Less Permissive"
"TT_C0467";0.069;0.136;-0.256;-0.05;-0.025;"Intermediate"
"TT_C0468";-0.466;-0.92;-0.73;-0.288;-0.601;"Intermediate"
"TT_C0469";-0.694;-0.92;-0.153;-0.511;-0.569;"Intermediate"
"TT_C0470";1.05;-0.044;0.898;0.199;0.526;"Intermediate"
"TT_C0471";0.259;0.347;1.071;-0.143;0.384;"Intermediate"
"TT_C0472";0.267;1.873;0.283;1.854;1.069;"Highly Permissive"
"TT_C0473";0.07;-0.546;-0.699;-0.799;-0.493;"Intermediate"
"TT_C0474";2.032;2.617;2.775;2.56;2.496;"Highly Permissive"
"TT_C0475";-0.38;-0.92;-0.612;-0.747;-0.665;"Intermediate"
"TT_C0476";-0.645;-0.92;-0.561;-0.688;-0.703;"Intermediate"
"TT_C0477";0.942;0.371;2.444;1.618;1.344;"Highly Permissive"
"TT_C0478";0.542;0.54;0.012;0.971;0.516;"Intermediate"
"TT_C0479";0.346;1.554;-0.406;0.523;0.504;"Intermediate"
"TT_C0480";-0.307;-0.406;-0.068;0.32;-0.115;"Intermediate"
"TT_C0481";-0.209;-0.443;-0.528;-0.686;-0.466;"Intermediate"
"TT_C0482";-0.62;-0.787;-0.649;-0.737;-0.698;"Less Permissive"
"TT_C0483";-0.806;-0.847;-0.279;-0.517;-0.612;"Intermediate"
"TT_C0484";-0.728;1.571;-0.626;-0.685;-0.117;"Intermediate"
"TT_C0485";-0.216;0.534;-0.272;-0.432;-0.096;"Intermediate"
"TT_C0486";-0.796;-0.84;-0.597;-0.691;-0.731;"Intermediate"
"TT_C0487";-0.816;-0.853;-0.603;-0.738;-0.753;"Less Permissive"
"TT_C0488";-0.612;-0.92;-0.56;-0.53;-0.656;"Intermediate"
"TT_C0489";-0.392;-0.368;-0.567;-0.673;-0.5;"Intermediate"
"TT_C0490";-0.879;-0.673;-0.504;-0.53;-0.647;"Intermediate"
"TT_C0491";-0.218;1.278;-0.597;-0.712;-0.062;"Intermediate"
"TT_C0492";-0.92;-0.92;-0.493;-0.539;-0.718;"Intermediate"
"TT_C0493";-0.92;-0.92;-0.738;-0.466;-0.761;"Intermediate"
"TT_C0494";-0.547;-0.492;-0.545;-0.667;-0.562;"Intermediate"
"TT_C0495";-0.277;-0.283;-0.577;-0.622;-0.44;"Intermediate"
"TT_C0496";-0.24;-0.855;-0.675;-0.575;-0.586;"Intermediate"
"TT_C0497";-0.48;-0.527;-0.777;-0.634;-0.604;"Intermediate"
"TT_C0498";-0.92;-0.92;-0.359;-0.707;-0.727;"Intermediate"
"TT_C0499";-0.584;-0.544;-0.488;-0.635;-0.563;"Intermediate"
"TT_C0500";-0.306;-0.75;-0.271;-0.474;-0.45;"Intermediate"
"TT_C0501";-0.615;-0.92;-0.372;-0.751;-0.665;"Intermediate"
"TT_C0502";-0.659;-0.876;-0.494;-0.606;-0.659;"Intermediate"
"TT_C0503";-0.8;-0.92;-0.351;-0.728;-0.7;"Intermediate"
"TT_C0504";-0.285;0.162;-0.293;-0.267;-0.171;"Intermediate"
"TT_C0505";-0.67;-0.92;-0.377;-0.65;-0.654;"Intermediate"
"TT_C0506";-0.628;1.845;-0.765;-0.753;-0.075;"Intermediate"
"TT_C0507";-0.475;-0.92;-0.405;-0.073;-0.468;"Intermediate"
"TT_C0508";-0.094;-0.873;-0.649;-0.799;-0.604;"Intermediate"
"TT_C0509";-0.511;-0.059;-0.101;0.576;-0.024;"Intermediate"
"TT_C0510";0.719;-0.088;0.976;1.511;0.779;"Highly Permissive"
"TT_C0511";-0.841;-0.869;-0.516;-0.351;-0.644;"Intermediate"
"TT_C0512";-0.92;1.982;-0.588;-0.799;-0.081;"Intermediate"
"TT_C0513";0.687;-0.146;0.989;0.203;0.433;"Intermediate"
"TT_C0514";-0.92;-0.92;-0.725;-0.799;-0.841;"Less Permissive"
"TT_C0515";-0.58;-0.881;-0.478;-0.472;-0.603;"Intermediate"
"TT_C0516";-0.578;-0.265;-0.532;-0.721;-0.524;"Intermediate"
"TT_C0517";-0.26;0.566;0.665;1.643;0.654;"Highly Permissive"
"TT_C0518";-0.386;0.492;-0.37;-0.319;-0.146;"Intermediate"
"TT_C0519";0.949;1.391;0.487;0.358;0.796;"Highly Permissive"
"TT_C0520";-0.818;-0.92;-0.506;-0.739;-0.746;"Intermediate"
"TT_C0521";-0.375;-0.822;-0.845;-0.392;-0.609;"Intermediate"
"TT_C0522";-0.92;-0.92;-0.579;-0.698;-0.779;"Intermediate"
"TT_C0523";-0.79;0.67;0.003;0.892;0.194;"Intermediate"
"TT_C0524";-0.812;0.603;-0.426;-0.675;-0.328;"Intermediate"
"TT_C0525";-0.486;0.214;-0.492;-0.613;-0.344;"Intermediate"
"TT_C0526";-0.415;-0.879;-0.737;-0.69;-0.68;"Intermediate"
"TT_C0527";-0.282;1.127;-0.317;0.243;0.193;"Intermediate"
"TT_C0528";1.916;2.143;2.101;2.03;2.047;"Highly Permissive"
"TT_C0529";-0.53;-0.92;-0.627;-0.776;-0.713;"Intermediate"
"TT_C0530";0.787;0.965;1.092;0.559;0.851;"Highly Permissive"
"TT_C0531";-0.637;-0.421;-0.693;-0.712;-0.616;"Intermediate"
"TT_C0532";-0.615;0.345;-0.209;-0.225;-0.176;"Intermediate"
"TT_C0533";-0.27;0.338;-0.156;-0.425;-0.128;"Intermediate"
"TT_C0534";0.974;0.642;0.898;0.765;0.82;"Highly Permissive"
"TT_C0535";-0.464;0.247;-0.617;-0.578;-0.353;"Intermediate"
"TT_C0536";-0.75;-0.841;-0.653;-0.684;-0.732;"Less Permissive"
"TT_C0537";-0.585;-0.071;-0.416;-0.551;-0.406;"Intermediate"
"TT_C0538";-0.336;0.001;-0.583;-0.725;-0.411;"Intermediate"
"TT_C0539";-0.718;-0.92;-0.845;-0.622;-0.776;"Less Permissive"
"TT_C0540";-0.467;-0.691;-0.484;-0.726;-0.592;"Intermediate"
"TT_C0541";0.224;0.409;-0.412;-0.273;-0.013;"Intermediate"
"TT_C0542";-0.667;-0.92;-0.754;-0.722;-0.766;"Less Permissive"
"TT_C0543";-0.425;-0.519;-0.173;0.14;-0.244;"Intermediate"
"TT_C0544";-0.92;-0.92;-0.461;-0.799;-0.775;"Intermediate"
"TT_C0545";-0.573;-0.494;-0.598;-0.691;-0.589;"Intermediate"
"TT_C0546";-0.05;-0.92;-0.81;-0.685;-0.616;"Intermediate"
"TT_C0547";-0.632;-0.88;-0.74;-0.594;-0.712;"Intermediate"
"TT_C0548";-0.845;-0.824;-0.551;-0.711;-0.733;"Intermediate"
"TT_C0549";-0.833;-0.435;-0.575;-0.582;-0.606;"Intermediate"
"TT_C0550";-0.547;-0.896;-0.602;-0.613;-0.664;"Intermediate"
"TT_C0551";-0.92;-0.418;-0.793;-0.55;-0.67;"Intermediate"
"TT_C0552";0.076;-0.92;-0.53;-0.799;-0.543;"Intermediate"
"TT_C0553";-0.783;-0.92;-0.432;-0.66;-0.699;"Intermediate"
"TT_C0554";-0.645;-0.654;-0.428;-0.584;-0.578;"Intermediate"
"TT_C0555";2.271;1.794;0.466;1.237;1.442;"Highly Permissive"
"TT_C0556";-0.609;0.46;-0.625;-0.703;-0.369;"Intermediate"
"TT_C0557";-0.652;-0.92;-0.748;-0.757;-0.769;"Less Permissive"
"TT_C0558";-0.599;-0.358;0.158;-0.206;-0.251;"Intermediate"
"TT_C0559";-0.696;-0.012;-0.567;-0.289;-0.391;"Intermediate"
"TT_C0560";-0.92;-0.92;-0.376;-0.696;-0.728;"Intermediate"
"TT_C0561";0.582;0.517;0.793;0.481;0.593;"Highly Permissive"
"TT_C0562";-0.92;-0.92;-0.564;-0.741;-0.786;"Intermediate"
"TT_C0563";-0.256;0.012;0.328;0.055;0.035;"Intermediate"
"TT_C0564";0.121;-0.041;-0.29;-0.628;-0.21;"Intermediate"
"TT_C0565";-0.92;-0.92;-0.798;-0.72;-0.839;"Less Permissive"
"TT_C0566";-0.382;-0.92;-0.383;-0.682;-0.592;"Intermediate"
"TT_C0567";0.007;0.231;-0.604;1.088;0.181;"Intermediate"
"TT_C0568";-0.102;-0.92;-0.519;-0.722;-0.566;"Intermediate"
"TT_C0569";-0.717;0.45;0.215;0.169;0.029;"Intermediate"
"TT_C0570";-0.339;-0.877;-0.389;-0.683;-0.572;"Intermediate"
"TT_C0571";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C0572";-0.92;-0.92;-0.797;-0.799;-0.859;"Less Permissive"
"TT_C0573";-0.529;0.541;-0.639;-0.1;-0.182;"Intermediate"
"TT_C0574";-0.507;-0.471;-0.484;-0.608;-0.517;"Intermediate"
"TT_C0575";-0.164;-0.71;-0.53;-0.461;-0.466;"Intermediate"
"TT_C0576";-0.369;-0.105;-0.499;0.37;-0.151;"Intermediate"
"TT_C0577";-0.92;-0.92;-0.845;-0.799;-0.871;"Less Permissive"
"TT_C0578";-0.756;-0.92;-0.816;-0.799;-0.823;"Less Permissive"
"TT_C0579";-0.127;0.973;-0.319;-0.203;0.081;"Intermediate"
"TT_C0580";-0.92;-0.92;-0.845;-0.628;-0.828;"Less Permissive"
"TT_C0581";-0.699;-0.495;-0.48;-0.799;-0.618;"Intermediate"
"TT_C0582";-0.084;0.43;-0.535;-0.464;-0.163;"Intermediate"
"TT_C0583";-0.651;-0.86;-0.568;-0.69;-0.692;"Intermediate"
"TT_C0584";0.639;2.974;1.954;2.209;1.944;"Highly Permissive"
"TT_C0585";0.606;0.886;1.127;1.064;0.921;"Highly Permissive"
"TT_C0586";4.688;3.005;4.064;3.491;3.812;"Highly Permissive"
"TT_C0587";1.963;0.535;-0.81;1.021;0.677;"Highly Permissive"
"TT_C0588";1.749;1.362;1.564;0.816;1.373;"Highly Permissive"
"TT_C0589";2.486;0.738;2.231;1.414;1.717;"Highly Permissive"
"TT_C0590";-0.5;-0.92;-0.625;-0.53;-0.644;"Intermediate"
"TT_C0591";4.122;1.485;3.619;2.911;3.034;"Highly Permissive"
"TT_C0592";1.524;1.708;1.274;1.19;1.424;"Highly Permissive"
"TT_C0593";4.861;2.054;5.234;3.846;3.998;"Highly Permissive"
"TT_C0594";0.882;0.528;0.016;1.176;0.651;"Highly Permissive"
"TT_C0595";3.764;2.285;3.16;2.182;2.848;"Highly Permissive"
"TT_C0596";4.542;1.901;3.241;2.567;3.063;"Highly Permissive"
"TT_C0597";-0.344;0.387;-0.546;0.199;-0.076;"Intermediate"
"TT_C0598";3.563;2.42;2.808;2.366;2.789;"Highly Permissive"
"TT_C0599";-0.272;-0.391;-0.457;-0.593;-0.429;"Intermediate"
"TT_C0600";-0.033;1.034;0.535;0.456;0.498;"Intermediate"
"TT_C0601";-0.367;-0.121;-0.031;-0.362;-0.22;"Intermediate"
"TT_C0602";5.786;2.375;5.461;4.444;4.517;"Highly Permissive"
"TT_C0603";-0.167;-0.92;-0.46;-0.627;-0.543;"Intermediate"
"TT_C0604";-0.635;-0.016;-0.464;-0.517;-0.408;"Intermediate"
"TT_C0605";-0.215;0.108;0.476;0.655;0.256;"Intermediate"
"TT_C0606";-0.805;0.049;-0.562;-0.699;-0.504;"Intermediate"
"TT_C0607";-0.476;-0.92;-0.48;-0.373;-0.562;"Intermediate"
"TT_C0608";-0.478;-0.863;-0.596;-0.577;-0.628;"Intermediate"
"TT_C0609";-0.531;0.317;-0.796;-0.717;-0.432;"Intermediate"
"TT_C0610";-0.658;-0.671;-0.354;-0.745;-0.607;"Intermediate"
"TT_C0611";-0.316;-0.92;-0.431;-0.751;-0.604;"Intermediate"
"TT_C0612";-0.662;-0.753;-0.612;-0.675;-0.675;"Less Permissive"
"TT_C0613";-0.306;-0.855;-0.333;-0.599;-0.523;"Intermediate"
"TT_C0614";-0.626;-0.92;-0.512;-0.719;-0.694;"Intermediate"
"TT_C0615";2.106;1.201;0.938;1.225;1.367;"Highly Permissive"
"TT_C0616";-0.224;0.144;-0.697;-0.148;-0.231;"Intermediate"
"TT_C0617";0.571;2.192;-0.483;0.102;0.596;"Intermediate"
"TT_C0618";2.024;1.969;1.093;1.25;1.584;"Highly Permissive"
"TT_C0619";-0.214;0.984;-0.071;0.538;0.309;"Intermediate"
"TT_C0620";-0.462;-0.569;-0.688;-0.799;-0.629;"Intermediate"
"TT_C0621";-0.208;-0.193;-0.628;-0.799;-0.457;"Intermediate"
"TT_C0622";-0.257;-0.108;-0.547;-0.318;-0.307;"Intermediate"
"TT_C0623";-0.279;0.496;0.102;0.007;0.082;"Intermediate"
"TT_C0624";-0.644;-0.882;-0.578;-0.401;-0.627;"Intermediate"
"TT_C0625";-0.698;-0.861;-0.321;-0.265;-0.536;"Intermediate"
"TT_C0626";-0.719;-0.854;-0.512;-0.516;-0.65;"Intermediate"
"TT_C0627";1.699;0.884;0.522;0.807;0.978;"Highly Permissive"
"TT_C0628";0.035;-0.859;-0.483;-0.638;-0.486;"Intermediate"
"TT_C0629";1.605;1.123;1.371;1.044;1.286;"Highly Permissive"
"TT_C0630";-0.282;-0.747;-0.717;-0.542;-0.572;"Intermediate"
"TT_C0631";-0.563;-0.92;-0.249;-0.584;-0.579;"Intermediate"
"TT_C0632";-0.92;-0.92;-0.28;-0.674;-0.698;"Intermediate"
"TT_C0633";-0.788;-0.92;-0.528;-0.696;-0.733;"Intermediate"
"TT_C0634";-0.556;-0.92;-0.532;-0.612;-0.655;"Intermediate"
"TT_C0635";-0.522;-0.92;-0.436;-0.311;-0.547;"Intermediate"
"TT_C0636";-0.579;-0.92;-0.391;-0.624;-0.628;"Intermediate"
"TT_C0637";-0.38;-0.92;-0.567;-0.48;-0.587;"Intermediate"
"TT_C0638";-0.725;-0.784;-0.601;-0.541;-0.663;"Intermediate"
"TT_C0639";-0.695;-0.92;-0.583;-0.655;-0.713;"Intermediate"
"TT_C0640";-0.215;-0.92;-0.796;-0.758;-0.672;"Intermediate"
"TT_C0641";-0.84;-0.92;-0.817;-0.458;-0.759;"Intermediate"
"TT_C0642";-0.599;-0.206;0.628;1.042;0.216;"Intermediate"
"TT_C0643";-0.69;0.925;-0.553;-0.067;-0.096;"Intermediate"
"TT_C0644";-0.362;0.353;0.11;-0.19;-0.023;"Intermediate"
"TT_C0645";0.157;0.238;0.658;1.167;0.555;"Highly Permissive"
"TT_C0646";1.6;1.718;2.763;2.225;2.077;"Highly Permissive"
"TT_C0647";-0.759;-0.49;-0.353;-0.76;-0.59;"Intermediate"
"TT_C0648";-0.277;-0.283;-0.577;-0.69;-0.457;"Intermediate"
"TT_C0649";-0.405;-0.92;-0.427;-0.662;-0.603;"Intermediate"
"TT_C0650";-0.237;-0.92;-0.579;-0.799;-0.634;"Intermediate"
"TT_C0651";-0.613;-0.885;-0.513;-0.645;-0.664;"Intermediate"
"TT_C0652";-0.439;-0.92;-0.742;-0.477;-0.645;"Intermediate"
"TT_C0653";-0.92;-0.92;-0.629;-0.799;-0.817;"Less Permissive"
"TT_C0654";-0.92;-0.824;-0.792;-0.627;-0.791;"Less Permissive"
"TT_C0655";-0.183;-0.92;-0.845;-0.799;-0.687;"Intermediate"
"TT_C0656";-0.558;-0.92;-0.3;-0.389;-0.541;"Intermediate"
"TT_C0657";-0.541;0.242;-0.415;-0.521;-0.309;"Intermediate"
"TT_C0658";-0.92;-0.92;-0.144;-0.724;-0.677;"Intermediate"
"TT_C0659";-0.92;-0.92;-0.548;-0.547;-0.734;"Intermediate"
"TT_C0660";-0.92;-0.92;-0.691;-0.711;-0.81;"Less Permissive"
"TT_C0661";-0.92;-0.834;-0.58;-0.799;-0.783;"Intermediate"
"TT_C0662";-0.056;0.413;-0.53;-0.736;-0.227;"Intermediate"
"TT_C0663";-0.152;-0.902;-0.356;-0.658;-0.517;"Intermediate"
"TT_C0664";-0.426;-0.92;-0.813;-0.745;-0.726;"Intermediate"
"TT_C0665";-0.164;1.338;-0.141;-0.1;0.233;"Intermediate"
"TT_C0666";-0.591;-0.887;-0.691;-0.799;-0.742;"Intermediate"
"TT_C0667";-0.82;-0.593;-0.675;-0.74;-0.707;"Intermediate"
"TT_C0668";-0.773;0.151;-0.305;0.047;-0.22;"Intermediate"
"TT_C0669";0.002;-0.857;-0.777;-0.742;-0.594;"Intermediate"
"TT_C0670";-0.744;0.635;-0.626;-0.695;-0.357;"Intermediate"
"TT_C0671";-0.747;-0.655;-0.479;-0.747;-0.657;"Intermediate"
"TT_C0672";0.697;1.959;-0.115;-0.579;0.491;"Intermediate"
"TT_C0673";-0.92;-0.92;-0.037;-0.799;-0.669;"Intermediate"
"TT_C0674";-0.42;-0.92;-0.688;-0.666;-0.674;"Intermediate"
"TT_C0675";-0.659;-0.92;-0.228;-0.694;-0.625;"Intermediate"
"TT_C0676";-0.24;-0.92;-0.81;-0.74;-0.677;"Intermediate"
"TT_C0677";-0.602;-0.556;-0.628;-0.414;-0.55;"Intermediate"
"TT_C0678";0.065;-0.044;-0.586;-0.234;-0.2;"Intermediate"
"TT_C0679";-0.618;-0.827;-0.725;-0.682;-0.713;"Less Permissive"
"TT_C0680";-0.741;-0.92;-0.719;-0.287;-0.667;"Intermediate"
"TT_C0681";-0.92;-0.284;-0.337;-0.799;-0.585;"Intermediate"
"TT_C0682";-0.274;-0.435;-0.595;-0.4;-0.426;"Intermediate"
"TT_C0683";-0.818;-0.92;-0.739;-0.799;-0.819;"Less Permissive"
"TT_C0684";-0.633;-0.864;-0.726;-0.582;-0.701;"Intermediate"
"TT_C0685";-0.799;-0.92;-0.845;-0.799;-0.841;"Less Permissive"
"TT_C0686";-0.59;-0.891;-0.418;-0.446;-0.586;"Intermediate"
"TT_C0687";-0.368;-0.92;-0.574;-0.666;-0.632;"Intermediate"
"TT_C0688";-0.35;-0.885;-0.481;-0.735;-0.613;"Intermediate"
"TT_C0689";-0.449;-0.735;-0.644;-0.755;-0.646;"Intermediate"
"TT_C0690";-0.099;-0.429;-0.148;0.293;-0.096;"Intermediate"
"TT_C0691";-0.015;-0.318;-0.284;-0.298;-0.229;"Intermediate"
"TT_C0692";-0.363;-0.55;-0.467;-0.497;-0.469;"Intermediate"
"TT_C0693";-0.405;-0.669;-0.703;-0.444;-0.555;"Intermediate"
"TT_C0694";-0.546;-0.131;-0.529;-0.228;-0.358;"Intermediate"
"TT_C0695";-0.461;-0.859;-0.652;-0.689;-0.665;"Intermediate"
"TT_C0696";1.064;0.312;0.289;0.919;0.646;"Highly Permissive"
"TT_C0697";-0.584;-0.92;-0.629;-0.736;-0.717;"Intermediate"
"TT_C0698";-0.775;-0.92;-0.368;-0.756;-0.705;"Intermediate"
"TT_C0699";-0.882;-0.871;-0.492;-0.668;-0.728;"Intermediate"
